date-fixed,source,content,date,retweet_count,favorite_count,is_retweet,id_str,date-fixed,tweet_minute,tweet_freq,stock_price_tweet,stock_time,stock_price_post,delta_price,delta_price_class
2020-04-15 11:48:05,Twitter for iPhone,My condolences to the Steinbrenner family and the entire @Yankees Organization on the passing of Hank Steinbrenner. He was a friend and will be missed greatly by all! https://t.co/nHsO7Wy0oM,2020-04-15 15:48:05,11811,64336,False,1250450832937684992,2020-04-15 11:48:05,2020-04-15 11:49:00,0 days 00:08:07.000000000,101.15,2020-04-15 12:49:00,101.71,0.5599999999999881,increase
2020-04-15 11:39:58,Twitter for iPhone,#ThanksForDelivering @UPS! https://t.co/4Sis7Tme17,2020-04-15 15:39:58,18529,90810,False,1250448788386439168,2020-04-15 11:39:58,2020-04-15 11:40:00,0 days 00:00:45.000000000,101.29,2020-04-15 12:40:00,101.5,0.20999999999999375,increase
2020-04-15 11:39:13,Twitter for iPhone,RT @USNavy: Hard at work in #NYC.#USNavy Sailors provide care for trauma emergency and urgent care patients without regard to their #CO…,2020-04-15 15:39:13,7977,0,False,1250448601735745538,2020-04-15 11:39:13,2020-04-15 11:40:00,0 days 00:01:53.000000000,101.29,2020-04-15 12:40:00,101.5,0.20999999999999375,increase
2020-04-15 11:37:20,Twitter for iPhone,Our GREAT Senator from South Carolina @SenatorTimScott just released a fantastic new book “OPPORTUNITY KNOCKS: How Hard Work Community and Business Can Improve Lives and End Poverty.” Get your copy today! https://t.co/fmSYMijfgm,2020-04-15 15:37:20,14558,56369,False,1250448126835675139,2020-04-15 11:37:20,2020-04-15 11:38:00,0 days 00:01:20.000000000,101.35,2020-04-15 12:38:00,101.54,0.19000000000001194,increase
2020-04-15 11:36:00,Twitter for iPhone,RT @GOPLeader: RT to tell Chuck Schumer and Nancy Pelosi to STOP blocking critical funding for small businesses. The Paycheck Protection Pr…,2020-04-15 15:36:00,38842,0,False,1250447792910237703,2020-04-15 11:36:00,2020-04-15 11:36:00,0 days 14:50:49.000000000,101.45,2020-04-15 12:36:00,101.46,0.009999999999990905,increase
2020-04-14 11:49:52,Twitter for iPhone,My Administration is committed to protecting the Homeland from the scourge of narco-terrorists and traffickers seeking to destabilize the United States and our Hemisphere. Our military deployments in the Caribbean &amp; Eastern Pacific will endure until these threats are neutralized! https://t.co/iOKSK1NeNf,2020-04-14 15:49:52,32011,114434,False,1250088893766078470,2020-04-14 11:49:52,2020-04-14 11:50:00,0 days 00:52:33.000000000,104.04,2020-04-14 12:50:00,104.32,0.2799999999999869,increase
2020-04-14 10:57:19,Twitter for iPhone,Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch especially when the mutineers need so much from the Captain. Too easy!,2020-04-14 14:57:19,37803,161533,False,1250075668282576898,2020-04-14 10:57:19,2020-04-14 10:58:00,0 days 00:32:28.000000000,104.17,2020-04-14 11:58:00,103.86,-0.3100000000000023,decrease
2020-04-14 10:24:51,Twitter for iPhone,GET RID OF BALLOT HARVESTING IT IS RAMPANT WITH FRAUD. THE USA MUST HAVE VOTER I.D. THE ONLY WAY TO GET AN HONEST COUNT!,2020-04-14 14:24:51,69040,286085,False,1250067500190089217,2020-04-14 10:24:51,2020-04-14 10:25:00,0 days 00:17:40.000000000,104.97,2020-04-14 11:25:00,103.99,-0.980000000000004,decrease
2020-04-14 10:07:11,Twitter for iPhone,Cuomo’s been calling daily even hourly begging for everything most of which should have been the state’s responsibility such as new hospitals beds ventilators etc. I got it all done for him and everyone else and now he seems to want Independence! That won’t happen!,2020-04-14 14:07:11,37873,196677,False,1250063051182747651,2020-04-14 10:07:11,2020-04-14 10:08:00,0 days 00:26:59.000000000,104.91,2020-04-14 11:08:00,103.75,-1.1599999999999966,decrease
2020-04-14 09:40:12,Twitter for iPhone,The Democrats don’t want to approve more money for our great workers under the incredibly successful “Paycheck” plan. Replenish Account Now!,2020-04-14 13:40:12,31520,131556,False,1250056263746162688,2020-04-14 09:40:12,2020-04-14 09:41:00,0 days 11:07:00.000000000,104.6,2020-04-14 10:41:00,104.47,-0.12999999999999545,decrease
2020-04-13 10:53:52,Twitter for iPhone,....It is the decision of the President and for many good reasons. With that being said the Administration and I are working closely with the Governors and this will continue. A decision by me in conjunction with the Governors and input from others will be made shortly!,2020-04-13 14:53:52,25233,113071,False,1249712413219397632,2020-04-13 10:53:52,2020-04-13 10:54:00,0 days 00:00:02.000000000,101.78,2020-04-13 11:54:00,102.4,0.6200000000000045,increase
2020-04-13 10:53:50,Twitter for iPhone,For the purpose of creating conflict and confusion some in the Fake News Media are saying that it is the Governors decision to open up the states not that of the President of the United States &amp; the Federal Government. Let it be fully understood that this is incorrect....,2020-04-13 14:53:50,36236,159510,False,1249712404260421633,2020-04-13 10:53:50,2020-04-13 10:54:00,0 days 01:22:30.000000000,101.78,2020-04-13 11:54:00,102.4,0.6200000000000045,increase
2020-04-09 14:39:20,Twitter for iPhone,Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,2020-04-09 18:39:20,54563,444186,False,1248319601647247361,2020-04-09 14:39:20,2020-04-09 14:40:00,0 days 02:47:24.000000000,104.6,2020-04-09 15:40:00,104.73,0.13000000000000966,increase
2020-04-09 11:51:56,Twitter for iPhone,On National Former Prisoner of War Recognition Day we honor the more than 500000 American warriors captured while protecting our way of life. We pay tribute to these Patriots for their unwavering and unrelenting spirit! https://t.co/KOI7Qd1pZx,2020-04-09 15:51:56,22018,88858,False,1248277475928530946,2020-04-09 11:51:56,2020-04-09 11:52:00,0 days 00:43:51.000000000,105.01,2020-04-09 12:52:00,105.54,0.5300000000000011,increase
2020-04-09 11:08:05,Twitter for iPhone,.@OANN  A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models. That’s because the American people are doing a great job. Social Distancing etc. Keep going!,2020-04-09 15:08:05,31291,182657,False,1248266439582244866,2020-04-09 11:08:05,2020-04-09 11:09:00,0 days 15:33:38.000000000,104.76,2020-04-09 12:09:00,105.44,0.6799999999999926,increase
2020-04-08 14:11:51,Twitter for iPhone,Extraordinary times require even closer cooperation between friends. Thank you India and the Indian people for the decision on HCQ. Will not be forgotten! Thank you Prime Minister @NarendraModi for your strong leadership in helping not just India but humanity in this fight!,2020-04-08 18:11:51,110302,449820,False,1247950299408498693,2020-04-08 14:11:51,2020-04-08 14:12:00,0 days 01:59:27.000000000,101.14,2020-04-08 15:12:00,102.07,0.9299999999999926,increase
2020-04-08 12:09:38,Twitter for iPhone,Wow Bernie is unwilling to give up his delegates and wants more of them! What’s that all about?,2020-04-08 16:09:38,24867,143373,False,1247919539809128451,2020-04-08 12:09:38,2020-04-08 12:10:00,0 days 00:20:10.000000000,100.44,2020-04-08 13:10:00,100.81,0.37000000000000455,increase
2020-04-08 11:49:28,Twitter for iPhone,Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats &amp; the DNC wanted same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party TRADE!,2020-04-08 15:49:28,57860,288576,False,1247914464319504385,2020-04-08 11:49:28,2020-04-08 11:50:00,0 days 00:23:08.000000000,100.78,2020-04-08 12:50:00,101.13,0.3499999999999943,increase
2020-04-08 11:26:20,Twitter for iPhone,FLATTENING OF THE CURVE!,2020-04-08 15:26:20,34051,238944,False,1247908643527409665,2020-04-08 11:26:20,2020-04-08 11:27:00,0 days 00:33:24.000000000,100.5,2020-04-08 12:27:00,100.83,0.3299999999999983,increase
2020-04-08 10:52:56,Twitter for iPhone,Once we OPEN UP OUR GREAT COUNTRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,2020-04-08 14:52:56,39105,214955,False,1247900240155295745,2020-04-08 10:52:56,2020-04-08 10:53:00,0 days 00:03:03.000000000,99.79,2020-04-08 11:53:00,100.7,0.9099999999999966,increase
2020-04-08 10:49:53,Twitter for iPhone,Once we OPEN UP OUR GREAT COUNYRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,2020-04-08 14:49:53,450,1813,False,1247899471934935041,2020-04-08 10:49:53,2020-04-08 10:50:00,0 days 00:07:28.000000000,99.63,2020-04-08 11:50:00,100.78,1.1500000000000057,increase
2020-04-08 10:42:25,Twitter for iPhone,...the Fake News Media into not covering them but that effort failed because the ratings are through the roof according to of all sources the Failing New York Times “Monday Night Football Bachelor Finale” type numbers (&amp; sadly they get it $FREE). Trump Derangement Syndrome!,2020-04-08 14:42:25,15784,72756,False,1247897591611682818,2020-04-08 10:42:25,2020-04-08 10:43:00,0 days 00:00:01.000000000,99.22,2020-04-08 11:43:00,100.86,1.6400000000000006,increase
2020-04-08 10:42:24,Twitter for iPhone,The Radical Left Democrats have gone absolutely crazy that I am doing daily Presidential News Conferences. They actually want me to STOP! They used to complain that I am not doing enough of them now they complain that I “shouldn’t be allowed to do them.” They tried to shame.....,2020-04-08 14:42:24,27530,125183,False,1247897589996908545,2020-04-08 10:42:24,2020-04-08 10:43:00,0 days 01:56:23.000000000,99.22,2020-04-08 11:43:00,100.86,1.6400000000000006,increase
2020-04-07 11:26:45,Twitter for iPhone,Wisconsin get out and vote NOW for Justice Daniel Kelly. Protect your 2nd Amendment!,2020-04-07 15:26:45,27629,119169,False,1247546362473975809,2020-04-07 11:26:45,2020-04-07 11:27:00,0 days 00:03:59.000000000,100.6,2020-04-07 12:27:00,101.3,0.7000000000000028,increase
2020-04-07 11:22:46,Twitter for iPhone,Why didn’t the I.G. who spent 8 years with the Obama Administration (Did she Report on the failed H1N1 Swine Flu debacle where 17000 people died?) want to talk to the Admirals Generals V.P. &amp; others in charge before doing her report. Another Fake Dossier!,2020-04-07 15:22:46,40386,156182,False,1247545358705664002,2020-04-07 11:22:46,2020-04-07 11:23:00,0 days 00:18:30.000000000,100.47,2020-04-07 12:23:00,101.55,1.0799999999999983,increase
2020-04-07 11:04:16,Twitter for iPhone,The W.H.O. really blew it. For some reason funded largely by the United States yet very China centric. We will be giving that a good look. Fortunately I rejected their advice on keeping our borders open to China early on. Why did they give us such a faulty recommendation?,2020-04-07 15:04:16,113609,462619,False,1247540701291638787,2020-04-07 11:04:16,2020-04-07 11:05:00,0 days 01:15:20.000000000,100.03,2020-04-07 12:05:00,101.49,1.4599999999999937,increase
2020-04-07 09:48:56,Twitter for iPhone,RT @AmberSmithUSA: President Trump 'to get involved' in Thomas Modly-Capt. Brett Crozier dispute  https://t.co/k0yWHeIjvc,2020-04-07 13:48:56,5045,0,False,1247521746976038914,2020-04-07 09:48:56,2020-04-07 09:49:00,0 days 09:13:14.000000000,101.25,2020-04-07 10:49:00,99.98,-1.269999999999996,decrease
2020-04-06 14:32:32,Twitter for iPhone,https://t.co/GIzwKSbuuS,2020-04-06 18:32:32,14808,65072,False,1247230728045236225,2020-04-06 14:32:32,2020-04-06 14:33:00,0 days 02:58:05.000000000,96.81,2020-04-06 15:33:00,97.46,0.6499999999999915,increase
2020-04-06 11:34:27,Twitter for iPhone,Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention one where he doesn’t have to show up. Gee I wonder why? Also what ever happened to that phone call he told the Fake News he wanted to make to me?,2020-04-06 15:34:27,35254,173958,False,1247185910673952776,2020-04-06 11:34:27,2020-04-06 11:35:00,0 days 01:32:05.000000000,96.42,2020-04-06 12:35:00,97.27,0.8499999999999943,increase
2020-04-06 10:02:22,Twitter for iPhone,RT @realDonaldTrump: Advertising in the Failing New York Times is WAY down. Washington Post is not much better. I can’t say whether this is…,2020-04-06 14:02:22,32090,0,False,1247162738444550145,2020-04-06 10:02:22,2020-04-06 10:03:00,0 days 00:43:48.000000000,96.66,2020-04-06 11:03:00,96.14,-0.519999999999996,decrease
2020-04-03 14:49:51,Twitter for iPhone,Great job being done by @BankofAmerica and many community banks throughout the country. Small businesses appreciate your work!,2020-04-03 18:49:51,16326,97216,False,1246147919859920896,2020-04-03 14:49:51,2020-04-03 14:50:00,0 days 00:58:36.000000000,91.63,2020-04-03 15:50:00,92.45,0.8200000000000074,increase
2020-04-03 13:51:15,Twitter for iPhone,The Paycheck Protection Program is now available! #CARESActSmall Business Guidance &amp; Loan Resources: https://t.co/lfe1wbsSNA https://t.co/eosegomf38,2020-04-03 17:51:15,13390,45848,False,1246133172443717632,2020-04-03 13:51:15,2020-04-03 13:52:00,0 days 00:17:54.000000000,91.4,2020-04-03 14:52:00,91.97,0.5699999999999932,increase
2020-04-03 13:33:21,Twitter for iPhone,Thank you @DeptofDefense @USACEHQ @USNationalGuard @FEMA and @CDCgov! https://t.co/p9j7kZsD7b https://t.co/qmUE7F2E5D,2020-04-03 17:33:21,9359,34347,False,1246128671372558336,2020-04-03 13:33:21,2020-04-03 13:34:00,0 days 00:04:07.000000000,91.38,2020-04-03 14:34:00,91.55,0.1700000000000017,increase
2020-04-03 13:29:14,Twitter for iPhone,Thank you @USNationalGuard keep up the great work! https://t.co/tzQb3eGDat,2020-04-03 17:29:14,12122,51941,False,1246127632464392192,2020-04-03 13:29:14,2020-04-03 13:30:00,0 days 00:14:52.000000000,91.43,2020-04-03 14:30:00,91.58,0.14999999999999147,increase
2020-04-03 13:14:22,Twitter for iPhone,GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs for hardworking Americans. Promises Made Promises Kept! #MAGA,2020-04-03 17:14:22,26180,135667,False,1246123892550389760,2020-04-03 13:14:22,2020-04-03 13:15:00,0 days 00:01:25.000000000,91.86,2020-04-03 14:15:00,91.22,-0.6400000000000006,decrease
2020-04-03 13:12:57,Twitter for iPhone,Highly respected Justice Daniel Kelly is running for the Supreme Court in the Great State of Wisconsin. Justice Kelly has been doing a terrific job upholding the Rule of Law and defending your #2A. Tough on Crime Loves our Military and our Vets. He has my Complete Endorsement!,2020-04-03 17:12:57,21225,95126,False,1246123536143573001,2020-04-03 13:12:57,2020-04-03 13:13:00,0 days 00:27:30.000000000,91.85,2020-04-03 14:13:00,91.23,-0.6199999999999903,decrease
2020-04-03 12:45:27,Twitter for iPhone,RT @SBAgov: 🚨STAY VIGILANT 🚨There’s no fee to apply for a #PaycheckProtectionProgram loan. Be aware of fraudulent actors who may charge p…,2020-04-03 16:45:27,6232,0,False,1246116615055433728,2020-04-03 12:45:27,2020-04-03 12:46:00,0 days 00:00:17.000000000,91.93,2020-04-03 13:46:00,91.5,-0.4300000000000068,decrease
2020-04-03 12:45:10,Twitter for iPhone,RT @SBAgov: #COVID19 UPDATE: Small businesses can now apply for the #PaycheckProtectionProgram. The program is designed to keep small busin…,2020-04-03 16:45:10,5770,0,False,1246116544503001088,2020-04-03 12:45:10,2020-04-03 12:46:00,0 days 15:52:35.000000000,91.93,2020-04-03 13:46:00,91.5,-0.4300000000000068,decrease
2020-04-02 12:48:26,Twitter for iPhone,30 DAYS TO SLOW THE SPREAD https://t.co/GIzwKSt5mq,2020-04-02 16:48:26,21944,87563,False,1245754978880241666,2020-04-02 12:48:26,2020-04-02 12:49:00,0 days 01:53:31.000000000,93.4,2020-04-02 13:49:00,92.36,-1.0400000000000063,decrease
2020-04-02 10:54:55,Twitter for iPhone,.....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!,2020-04-02 14:54:55,17643,97724,False,1245726411526221824,2020-04-02 10:54:55,2020-04-02 10:55:00,0 days 00:22:47.000000000,93.25,2020-04-02 11:55:00,93.02,-0.23000000000000398,decrease
2020-04-02 10:32:08,Twitter for iPhone,Just spoke to my friend MBS (Crown Prince) of Saudi Arabia who spoke with President Putin of Russia &amp; I expect &amp; hope that they will be cutting back approximately 10 Million Barrels and maybe substantially more which if it happens will be GREAT for the oil &amp; gas industry!,2020-04-02 14:32:08,39791,161726,False,1245720677660925952,2020-04-02 10:32:08,2020-04-02 10:33:00,0 days 00:19:12.000000000,93.01,2020-04-02 11:33:00,92.85,-0.1600000000000108,decrease
2020-04-02 10:12:56,Twitter for iPhone,“The States have to get the money to the people who need it.” @MariaBartiromo  And FAST!,2020-04-02 14:12:56,19059,91141,False,1245715845734694912,2020-04-02 10:12:56,2020-04-02 10:13:00,0 days 00:44:54.000000000,92.11,2020-04-02 11:13:00,93.01,0.9000000000000057,increase
2020-04-02 09:28:02,Twitter for iPhone,RT @parscale: 💯 Great idea!,2020-04-02 13:28:02,8274,0,False,1245704545084325888,2020-04-02 09:28:02,2020-04-02 09:29:00,0 days 00:00:08.000000000,90.95,2020-04-02 10:29:00,92.66,1.7099999999999937,increase
2020-04-01 13:05:30,Twitter for iPhone,Upon information and belief Iran or its proxies are planning a sneak attack on U.S. troops and/or assets in Iraq. If this happens Iran will pay a very heavy price indeed!,2020-04-01 17:05:30,66884,329879,False,1245396884040097792,2020-04-01 13:05:30,2020-04-01 13:06:00,0 days 00:29:00.000000000,91.34,2020-04-01 14:06:00,92.17,0.8299999999999983,increase
2020-04-01 12:36:30,Twitter for iPhone,Congress must pass the old and very strongly proven deductibility by businesses on restaurants and entertainment. This will bring restaurants and everything related back - and stronger than ever. Move quickly they will all be saved!,2020-04-01 16:36:30,33472,150602,False,1245389585330458626,2020-04-01 12:36:30,2020-04-01 12:37:00,0 days 16:03:44.000000000,91.42,2020-04-01 13:37:00,91.4,-0.01999999999999602,decrease
2020-03-31 12:04:24,Twitter for iPhone,RT @realDonaldTrump: With interest rates for the United States being at ZERO this is the time to do our decades long awaited Infrastructur…,2020-03-31 16:04:24,38562,0,False,1245019122250981377,2020-03-31 12:04:24,2020-03-31 12:05:00,0 days 00:00:13.000000000,97.42,2020-03-31 13:05:00,96.31,-1.1099999999999994,decrease
2020-03-31 12:04:11,Twitter for iPhone,RT @realDonaldTrump: I watched a portion of low rated (very) Morning Psycho (Joe) this Morning in order to see what Nancy Pelosi had to say…,2020-03-31 16:04:11,27753,0,False,1245019067502772224,2020-03-31 12:04:11,2020-03-31 12:05:00,0 days 00:49:00.000000000,97.42,2020-03-31 13:05:00,96.31,-1.1099999999999994,decrease
2020-03-31 11:15:11,Twitter for iPhone,RT @realDonaldTrump: https://t.co/nzWJ8ViwbZ,2020-03-31 15:15:11,39149,0,False,1245006735376613377,2020-03-31 11:15:11,2020-03-31 11:16:00,0 days 00:02:05.000000000,97.36,2020-03-31 12:16:00,97.4,0.04000000000000625,increase
2020-03-31 11:13:06,Twitter for iPhone,RT @CHIZMAGA: Donald Trump donated his salary to fight the virus Nancy Pelosi asked for a raise.This is all you really need to know.,2020-03-31 15:13:06,31668,0,False,1245006210115473409,2020-03-31 11:13:06,2020-03-31 11:14:00,0 days 00:00:37.000000000,97.22,2020-03-31 12:14:00,97.43,0.21000000000000796,increase
2020-03-31 11:12:29,Twitter for iPhone,RT @RudyGiuliani: A great comfort to the City during 9/11. It is once again a great comfort. Thank you ⁦@realDonaldTrump⁩. https://t.co/pxH…,2020-03-31 15:12:29,12758,0,False,1245006056583036929,2020-03-31 11:12:29,2020-03-31 11:13:00,0 days 00:00:35.000000000,97.24,2020-03-31 12:13:00,97.46,0.21999999999999886,increase
2020-03-31 11:11:54,Twitter for iPhone,RT @charliekirk11: Does anyone else find it strange:Just three days after Attorney General Barr announces the DOJ will prosecute hoarders…,2020-03-31 15:11:54,25144,0,False,1245005908712853504,2020-03-31 11:11:54,2020-03-31 11:12:00,0 days 00:00:25.000000000,97.26,2020-03-31 12:12:00,97.55,0.28999999999999204,increase
2020-03-31 11:11:29,Twitter for iPhone,RT @TrumpWarRoom: WATCH: Despite looking down at his notes during his TV interview Joe Biden was still unable to make any sense. https://t…,2020-03-31 15:11:29,10598,0,False,1245005802366283777,2020-03-31 11:11:29,2020-03-31 11:12:00,0 days 00:01:10.000000000,97.26,2020-03-31 12:12:00,97.55,0.28999999999999204,increase
2020-03-31 11:10:19,Twitter for iPhone,"RT @kayleighmcenany: BOOM: @realDonaldTrump obliterates CNN ⬇️""I want to keep the country calm.""The coronavirus ""will go away.""""We're…",2020-03-31 15:10:19,11662,0,False,1245005512367910913,2020-03-31 11:10:19,2020-03-31 11:11:00,0 days 00:07:26.000000000,97.22,2020-03-31 12:11:00,97.49,0.269999999999996,increase
2020-03-31 11:02:53,Twitter for iPhone,RT @Jim_Jordan: Congratulations to @MarkMeadows.Mark is a dedicated public servant. He'll do a great job for President Trump and our co…,2020-03-31 15:02:53,11925,0,False,1245003641221795840,2020-03-31 11:02:53,2020-03-31 11:03:00,0 days 00:02:20.000000000,96.82,2020-03-31 12:03:00,97.43,0.6100000000000136,increase
2020-03-31 11:00:33,Twitter for iPhone,RT @Scavino45: 🚨@Ford to produce 50000 ventilators in Michigan in next 100 days; partnering with @GEHealthcare#COVID19 #COVID19Updatesht…,2020-03-31 15:00:33,5620,0,False,1245003052467261441,2020-03-31 11:00:33,2020-03-31 11:01:00,0 days 00:00:27.000000000,96.94,2020-03-31 12:01:00,97.47,0.5300000000000011,increase
2020-03-31 11:00:06,Twitter for iPhone,RT @realDonaldTrump: On #NationalDoctorsDay we recognize the remarkable men &amp; women who treat their fellow Americans find cures for the d…,2020-03-31 15:00:06,19799,0,False,1245002941519613956,2020-03-31 11:00:06,2020-03-31 11:01:00,0 days 00:03:12.000000000,96.94,2020-03-31 12:01:00,97.47,0.5300000000000011,increase
2020-03-31 10:56:54,Twitter for iPhone,RT @RepMattGaetz: Our doctors and healthcare professionals are on the front lines of the coronavirus pandemic. Our prayers are with you as…,2020-03-31 14:56:54,5540,0,False,1245002132857794561,2020-03-31 10:56:54,2020-03-31 10:57:00,0 days 00:01:54.000000000,97.28,2020-03-31 11:57:00,97.56,0.28000000000000114,increase
2020-03-31 10:55:00,Twitter for iPhone,Thank you Mike! https://t.co/RqiQ6YdQkf,2020-03-31 14:55:00,12287,61674,False,1245001656712007681,2020-03-31 10:55:00,2020-03-31 10:55:00,0 days 00:02:32.000000000,97.4,2020-03-31 11:55:00,97.39,-0.010000000000005116,decrease
2020-03-31 10:52:28,Twitter for iPhone,RT @dbongino: Cuomo: People are stealing medical supplies from hospitalsTrump: People are stealing medical supplies from hospitalsCuomo:…,2020-03-31 14:52:28,17502,0,False,1245001017206484993,2020-03-31 10:52:28,2020-03-31 10:53:00,0 days 00:03:45.000000000,97.26,2020-03-31 11:53:00,97.5,0.23999999999999488,increase
2020-03-31 10:48:43,Twitter for iPhone,With interest rates for the United States being at ZERO this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG &amp; BOLD Two Trillion Dollars and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4,2020-03-31 14:48:43,38556,175600,False,1245000074167541761,2020-03-31 10:48:43,2020-03-31 10:49:00,0 days 01:30:30.000000000,97.28,2020-03-31 11:49:00,97.58,0.29999999999999716,increase
2020-03-30 13:46:15,Twitter for iPhone,https://t.co/2hKJkP5Z6N,2020-03-30 17:46:15,15520,67559,False,1244682364284014594,2020-03-30 13:46:15,2020-03-30 13:47:00,0 days 00:34:16.000000000,96.29,2020-03-30 14:47:00,96.64,0.3499999999999943,increase
2020-03-30 13:11:59,Twitter for iPhone,On #NationalDoctorsDay we recognize the remarkable men &amp; women who treat their fellow Americans find cures for the diseases &amp; illnesses we face and never waver in their efforts to treat every patient with the dignity respect and empathy they deserve. https://t.co/7PRogpEVTP,2020-03-30 17:11:59,19753,82569,False,1244673740866191362,2020-03-30 13:11:59,2020-03-30 13:12:00,0 days 00:06:26.000000000,96.55,2020-03-30 14:12:00,95.96,-0.5900000000000034,decrease
2020-03-30 13:05:33,Twitter for iPhone,https://t.co/nzWJ8ViwbZ,2020-03-30 17:05:33,39114,173520,False,1244672122414338048,2020-03-30 13:05:33,2020-03-30 13:06:00,0 days 00:08:59.000000000,96.5,2020-03-30 14:06:00,96.17,-0.3299999999999983,decrease
2020-03-30 12:56:34,Twitter for iPhone,RT @DeptofDefense: LIVE: #USNSComfort arrives in New York in support of the DOD’s #COVID19 response efforts. (no sound) https://t.co/fajV9T…,2020-03-30 16:56:34,9754,0,False,1244669862514917381,2020-03-30 12:56:34,2020-03-30 12:57:00,0 days 05:36:58.000000000,96.7,2020-03-30 13:57:00,96.31,-0.39000000000000057,decrease
2020-03-27 14:33:07,Twitter for iPhone,RT @SECNAV: Today #USNSMercy arrived @PortofLA to serve as a referral hospital for patients not infected with #COVID19 - handling overflow…,2020-03-27 18:33:07,11196,0,False,1243606997334982656,2020-03-27 14:33:07,2020-03-27 14:34:00,0 days 00:41:31.000000000,95.83,2020-03-27 15:34:00,96.51,0.6800000000000068,increase
2020-03-27 13:51:36,Twitter for iPhone,RT @WhiteHouse: Huge thanks to @Apple! Together with the White House @CDCgov &amp; @fema Apple launched a COVID19 screening tool that guides…,2020-03-27 17:51:36,9893,0,False,1243596547754991619,2020-03-27 13:51:36,2020-03-27 13:52:00,0 days 01:35:12.000000000,95.72,2020-03-27 14:52:00,95.77,0.04999999999999716,increase
2020-03-27 12:16:24,Twitter for iPhone,Never knew John Kerry had such a good sense of humor! Very impressed! https://t.co/vCVNMUeY2h,2020-03-27 16:16:24,20768,104122,False,1243572588200280064,2020-03-27 12:16:24,2020-03-27 12:17:00,0 days 00:26:09.000000000,94.47,2020-03-27 13:17:00,94.83,0.35999999999999943,increase
2020-03-27 11:50:15,Twitter for iPhone,Thousand of Federal Government (delivered) Ventilators found in New York storage. N.Y. must distribute NOW!,2020-03-27 15:50:15,41115,144961,False,1243566007605755904,2020-03-27 11:50:15,2020-03-27 11:51:00,0 days 00:04:54.000000000,94.4,2020-03-27 12:51:00,94.95,0.5499999999999972,increase
2020-03-27 11:45:21,Twitter for iPhone,Will someone please explain to the Fake News New York Times (ALL THE NEWS THAT’S NOT FIT TO PRINT) that the Democrats make it almost impossible for us to fill positions within government. They “maximum” delay even the best candidates including Judges leaving little time!,2020-03-27 15:45:21,25086,98031,False,1243564774182567936,2020-03-27 11:45:21,2020-03-27 11:46:00,0 days 00:13:48.000000000,94.19,2020-03-27 12:46:00,95.12,0.9300000000000068,increase
2020-03-27 11:31:33,Twitter for iPhone,We have just purchased many Ventilators from some wonderful companies. Names and numbers will be announced later today!,2020-03-27 15:31:33,23867,137696,False,1243561301768581120,2020-03-27 11:31:33,2020-03-27 11:32:00,0 days 00:02:01.000000000,94.54,2020-03-27 12:32:00,94.92,0.37999999999999545,increase
2020-03-27 11:29:32,Twitter for iPhone,Invoke “P” means Defense Production Act!,2020-03-27 15:29:32,16157,84280,False,1243560795415470080,2020-03-27 11:29:32,2020-03-27 11:30:00,0 days 00:05:39.000000000,94.75,2020-03-27 12:30:00,94.49,-0.2600000000000051,decrease
2020-03-27 11:23:53,Twitter for iPhone,General Motors MUST immediately open their stupidly abandoned Lordstown plant in Ohio or some other plant and START MAKING VENTILATORS NOW!!!!!!  FORD GET GOING ON VENTILATORS FAST!!!!!!  @GeneralMotors  @Ford,2020-03-27 15:23:53,31911,133607,False,1243559373395410957,2020-03-27 11:23:53,2020-03-27 11:24:00,0 days 00:07:46.000000000,95.03,2020-03-27 12:24:00,94.53,-0.5,decrease
2020-03-27 11:16:07,Twitter for iPhone,As usual with “this” General Motors things just never seem to work out. They said they were going to give us 40000 much needed Ventilators “very quickly”. Now they are saying it will only be 6000 in late April and they want top dollar. Always a mess with Mary B. Invoke “P”.,2020-03-27 15:16:07,25222,101881,False,1243557418556162050,2020-03-27 11:16:07,2020-03-27 11:17:00,0 days 00:47:03.000000000,95.41,2020-03-27 12:17:00,94.47,-0.9399999999999977,decrease
